lambda_nm,intensity,lambda_ref,intensity_ref,delta_lambda,lambda_nm_corr,delta2,lambda_nm_corr2,intensity_corr,N,S
307.82901,2960.666656494,,,,311.7845625,-3.8870173093365326,311.71602730933654,2703.415685676118,,
307.83487,1729.333312988,,,,311.7904225,-3.886903773837332,311.72177377383736,1472.0823421701175,,
307.84073,844.666656494,,,,311.79628249999996,-3.8867902383381328,311.7275202383381,587.4156856761176,,
307.84659,447.0,,,,311.80214249999995,-3.8866767028389333,311.73326670283893,189.74902918211762,,
307.85245,356.0,,,,311.80800249999993,-3.886563167339734,311.7390131673397,98.74902918211762,,
307.85828,346.0,,,,311.8138325,-3.886450213080291,311.7447302130803,88.74902918211762,,
307.86414,397.333312988,,,,311.8196925,-3.886336677581091,311.7504766775811,140.0823421701176,,
307.87,466.0,,,,311.82555249999996,-3.8862231420818913,311.7562231420819,208.74902918211762,,
307.87585,700.333312988,,,,311.83140249999997,-3.886109800329277,311.7619598003293,443.0823421701176,,
307.88171,1075.333312988,,,,311.83726249999995,-3.8859962648300774,311.76770626483005,818.0823421701176,,
307.88757,1393.0,,,,311.84312249999994,-3.885882729330879,311.77345272933087,1135.7490291821177,,
307.89343,1728.333312988,,,,311.84898250000003,-3.8857691938316776,311.7791991938317,1471.0823421701175,,
307.89929,1725.333312988,,,,311.8548425,-3.885655658332478,311.7849456583325,1468.0823421701175,,
307.90515,1050.666656494,,,,311.8607025,-3.8855421228332787,311.79069212283326,793.4156856761177,,
307.91101,571.666656494,,,,311.8665625,-3.88542858733408,311.7964385873341,314.4156856761176,,
307.91684,381.0,,,,311.87239249999993,-3.8853156330746366,311.8021556330746,123.74902918211762,,
307.9227,294.0,,,,311.87825250000003,-3.885202097575436,311.80790209757544,36.749029182117624,,
307.92856,257.666656494,,,,311.8841125,-3.8850885620762368,311.81364856207625,0.41568567611761864,,
307.93442,235.666656494,,,,311.8899725,-3.8849750265770373,311.819395026577,-21.58431432388238,,
307.94028,265.0,,,,311.8958325,-3.884861491077838,311.82514149107783,7.749029182117624,,
307.94614,247.0,,,,311.90169249999997,-3.8847479555786375,311.83088795557865,-10.250970817882376,,
307.95197,249.666656494,,,,311.9075225,-3.884635001319195,311.8366050013192,-7.584314323882381,,
307.95782,246.0,,,,311.91337250000004,-3.8845216595665804,311.8423416595666,-11.250970817882376,,
307.96368,238.666656494,,,,311.9192325,-3.884408124067382,311.8480881240674,-18.58431432388238,,
307.96954,227.333312988,,,,311.9250925,-3.8842945885681823,311.8538345885682,-29.917657829882387,,
307.9754,254.333312988,,,,311.9309525,-3.884181053068983,311.85958105306895,-2.917657829882387,,
307.98126,228.0,,,,311.9368125,-3.8840675175697816,311.8653275175698,-29.250970817882376,,
307.98709,250.666656494,,,,311.94264250000003,-3.883954563310339,311.87104456331036,-6.584314323882381,,
307.99295,244.666656494,,,,311.9485025,-3.8838410278111395,311.8767910278111,-12.584314323882381,,
307.99881,267.0,,,,311.9543625,-3.88372749231194,311.88253749231194,9.749029182117624,,
308.00467,247.666656494,,,,311.9602225,-3.8836139568127415,311.8882839568127,-9.584314323882381,,
308.01053,236.0,,,,311.96608249999997,-3.8835004213135402,311.8940304213136,-21.250970817882376,,
308.01636,256.0,,,,311.97191250000003,-3.8833874670540975,311.8997474670541,-1.2509708178823757,,
308.02222,243.0,,,,311.9777725,-3.883273931554898,311.90549393155493,-14.250970817882376,,
308.02808,264.0,,,,311.9836325,-3.8831603960556986,311.9112403960557,6.749029182117624,,
308.03394,264.666656494,,,,311.9894925,-3.883046860556499,311.91698686055645,7.415685676117619,,
308.03979,273.666656494,,,,311.9953425,-3.8829335188038856,311.9227235188039,16.41568567611762,,
308.04562,282.0,,,,312.00117249999994,-3.882820564544443,311.9284405645444,24.749029182117624,,
308.05148,317.666656494,,,,312.00703250000004,-3.8827070290452417,311.9341870290453,60.41568567611762,,
308.05734,315.333312988,,,,312.0128925,-3.882593493546043,311.93993349354605,58.08234217011761,,
308.0632,325.0,,,,312.0187525,-3.8824799580468436,311.94567995804687,67.74902918211762,,
308.06903,474.333312988,,,,312.02458249999995,-3.882367003787401,311.9513970037874,217.0823421701176,,
308.07489,664.666656494,,,,312.03044249999994,-3.8822534682882015,311.95714346828817,407.4156856761176,,
308.08075,749.0,,,,312.03630250000003,-3.8821399327890003,311.96288993278904,491.7490291821176,,
308.08661,521.333312988,,,,312.0421625,-3.882026397289801,311.9686363972898,264.0823421701176,,
308.09244,357.666656494,,,,312.04799249999996,-3.881913443030358,311.9743534430304,100.41568567611762,,
308.0983,276.0,,,,312.05385249999995,-3.8817999075311587,311.98009990753116,18.749029182117624,,
308.10416,236.333312988,,,,312.05971249999993,-3.88168637203196,311.9858463720319,-20.917657829882387,,
308.11002,249.666656494,,,,312.06557250000003,-3.881572836532759,311.9915928365328,-7.584314323882381,,
308.11584,245.333312988,,,,312.0713925,-3.881460076019903,311.9973000760199,-11.917657829882387,,
308.1217,263.0,,,,312.0772525,-3.8813465405207035,312.0030465405207,5.749029182117624,,
308.12756,233.333312988,,,,312.08311249999997,-3.881233005021503,312.0087930050215,-23.917657829882387,,
308.13339,282.0,,,,312.08894250000003,-3.8811200507620596,312.01451005076206,24.749029182117624,,
308.13925,350.333312988,,,,312.0948025,-3.881006515262861,312.0202565152629,93.08234217011761,,
308.14511,384.333312988,,,,312.1006625,-3.8808929797636615,312.02600297976363,127.08234217011761,,
308.15097,435.333312988,,,,312.1065225,-3.880779444264462,312.03174944426445,178.0823421701176,,
308.1568,602.666656494,,,,312.11235249999993,-3.8806664900050194,312.037466490005,345.4156856761176,,
308.16266,1116.0,,,,312.1182125,-3.880552954505818,312.04321295450586,858.7490291821176,,
308.16852,1905.333312988,,,,312.1240725,-3.8804394190066187,312.0489594190066,1648.0823421701175,,
308.17435,1933.666656494,,,,312.12990249999996,-3.880326464747176,312.05467646474716,1676.4156856761178,,
308.18021,1168.666656494,,,,312.13576249999994,-3.8802129292479766,312.060422929248,911.4156856761177,,
308.18607,591.0,,,,312.1416224999999,-3.880099393748777,312.06616939374874,333.7490291821176,,
308.19189,333.666656494,,,,312.1474425,-3.8799866332359203,312.07187663323595,76.41568567611762,,
308.19775,292.333312988,,,,312.1533025,-3.879873097736721,312.0776230977367,35.08234217011761,,
308.20361,271.666656494,,,,312.1591625,-3.8797595622375196,312.0833695622375,14.415685676117619,,
308.20944,282.333312988,,,,312.1649924999999,-3.8796466079780787,312.08908660797806,25.082342170117613,,
308.2153,281.0,,,,312.1708525,-3.8795330724788775,312.0948330724789,23.749029182117624,,
308.22116,271.666656494,,,,312.1767125,-3.879419536979679,312.1005795369797,14.415685676117619,,
308.22699,250.333312988,,,,312.18254249999995,-3.8793065827202353,312.10629658272023,-6.917657829882387,,
308.23285,254.333312988,,,,312.18840249999994,-3.879193047221036,312.112043047221,-2.917657829882387,,
308.23871,263.666656494,,,,312.19426250000004,-3.8790795117218355,312.11778951172187,6.415685676117619,,
308.24454,244.666656494,,,,312.2000925,-3.8789665574623937,312.12350655746235,-12.584314323882381,,
308.2504,231.0,,,,312.20595249999997,-3.8788530219631934,312.1292530219632,-26.250970817882376,,
308.25623,228.333312988,,,,312.2117825,-3.8787400677037507,312.13497006770376,-28.917657829882387,,
308.26208,239.0,,,,312.21763250000004,-3.8786267259511362,312.1407067259512,-18.250970817882376,,
308.26794,263.666656494,,,,312.2234925,-3.8785131904519377,312.14645319045195,6.415685676117619,,
308.27377,274.333312988,,,,312.22932249999997,-3.878400236192494,312.1521702361925,17.082342170117613,,
308.27963,293.666656494,,,,312.23518249999995,-3.8782867006932946,312.1579167006933,36.41568567611762,,
308.28546,292.333312988,,,,312.2410125,-3.878173746433852,312.16363374643385,35.08234217011761,,
308.29132,319.333312988,,,,312.2468725,-3.8780602109346525,312.16938021093466,62.08234217011761,,
308.29718,318.666656494,,,,312.2527325,-3.877946675435452,312.1751266754355,61.41568567611762,,
308.30301,320.333312988,,,,312.2585624999999,-3.8778337211760103,312.18084372117596,63.08234217011761,,
308.30887,311.666656494,,,,312.2644225,-3.87772018567681,312.18659018567683,54.41568567611762,,
308.3147,304.0,,,,312.27025249999997,-3.8776072314173673,312.1923072314174,46.749029182117624,,
308.32056,284.666656494,,,,312.27611249999995,-3.877493695918168,312.1980536959182,27.41568567611762,,
308.32642,283.333312988,,,,312.28197249999994,-3.8773801604189684,312.20380016041895,26.082342170117613,,
308.33224,334.0,,,,312.2877925,-3.8772673999061107,312.2095073999061,76.74902918211762,,
308.3381,338.666656494,,,,312.2936525,-3.8771538644069112,312.2152538644069,81.41568567611762,,
308.34393,456.666656494,,,,312.29948249999995,-3.8770409101474685,312.22097091014746,199.41568567611762,,
308.34979,560.666656494,,,,312.30534249999994,-3.876927374648269,312.2267173746483,303.4156856761176,,
308.35562,736.666656494,,,,312.3111725,-3.8768144203888264,312.2324344203888,479.4156856761176,,
308.36148,1036.333312988,,,,312.3170325,-3.876700884889627,312.2381808848896,779.0823421701176,,
308.36731,1613.0,,,,312.3228624999999,-3.8765879306301843,312.24389793063017,1355.7490291821177,,
308.37317,1897.333312988,,,,312.3287225,-3.876474395130984,312.249644395131,1640.0823421701175,,
308.37903,1350.0,,,,312.3345825,-3.8763608596317845,312.2553908596318,1092.7490291821177,,
308.38486,722.0,,,,312.34041249999996,-3.8762479053723418,312.26110790537234,464.7490291821176,,
308.39072,416.0,,,,312.34627249999994,-3.8761343698731423,312.26685436987316,158.74902918211762,,
308.39655,317.666656494,,,,312.3521025,-3.8760214156136996,312.2725714156137,60.41568567611762,,
308.4024,300.666656494,,,,312.3579525,-3.875908073861085,312.27830807386107,43.41568567611762,,
308.40823,307.0,,,,312.36378249999996,-3.8757951196016425,312.28402511960167,49.749029182117624,,
308.41409,314.333312988,,,,312.36964249999994,-3.875681584102443,312.2897715841024,57.08234217011761,,
308.41992,281.0,,,,312.3754725,-3.8755686298430003,312.29548862984296,23.749029182117624,,
308.42578,282.333312988,,,,312.3813325,-3.875455094343801,312.3012350943438,25.082342170117613,,
308.43161,261.666656494,,,,312.38716249999993,-3.875342140084358,312.3069521400843,4.415685676117619,,
308.43747,269.666656494,,,,312.39302250000003,-3.875228604585158,312.3126986045852,12.415685676117619,,
308.4433,283.333312988,,,,312.3988525,-3.875115650325715,312.31841565032573,26.082342170117613,,
308.44916,248.333312988,,,,312.40471249999996,-3.8750021148265157,312.32416211482655,-8.917657829882387,,
308.45499,284.333312988,,,,312.4105425,-3.874889160567073,312.3298791605671,27.082342170117613,,
308.46082,308.0,,,,312.41637249999997,-3.8747762063076303,312.3355962063076,50.749029182117624,,
308.46667,284.333312988,,,,312.4222225,-3.874662864555016,312.34133286455506,27.082342170117613,,
308.4725,270.666656494,,,,312.42805250000004,-3.874549910295573,312.3470499102956,13.415685676117619,,
308.47836,258.333312988,,,,312.4339125,-3.8744363747963737,312.35279637479636,1.082342170117613,,
308.48419,291.0,,,,312.43974249999997,-3.874323420536931,312.35851342053695,33.749029182117624,,
308.49005,306.333312988,,,,312.44560249999995,-3.8742098850377316,312.3642598850377,49.08234217011761,,
308.49588,333.333312988,,,,312.4514325,-3.874096930778289,312.3699769307783,76.08234217011761,,
308.50174,415.333312988,,,,312.4572925,-3.8739833952790894,312.37572339527907,158.0823421701176,,
308.50757,712.333312988,,,,312.46312249999994,-3.8738704410196467,312.3814404410196,455.0823421701176,,
308.51343,915.666656494,,,,312.46898250000004,-3.8737569055204464,312.3871869055205,658.4156856761176,,
308.51926,830.666656494,,,,312.4748125,-3.8736439512610046,312.39290395126096,573.4156856761176,,
308.52509,552.666656494,,,,312.48064249999993,-3.873530997001562,312.39862099700156,295.4156856761176,,
308.53094,379.666656494,,,,312.48649249999994,-3.8734176552489474,312.40435765524893,122.41568567611762,,
308.53677,303.666656494,,,,312.4923225,-3.8733047009895047,312.41007470098947,46.41568567611762,,
308.54263,256.666656494,,,,312.4981825,-3.8731911654903053,312.4158211654903,-0.5843143238823814,,
308.54846,227.666656494,,,,312.50401249999993,-3.8730782112308626,312.4215382112308,-29.58431432388238,,
308.55429,223.666656494,,,,312.5098425,-3.87296525697142,312.4272552569714,-33.58431432388238,,
308.56015,230.666656494,,,,312.5157025,-3.8728517214722196,312.43300172147224,-26.58431432388238,,
308.56598,242.666656494,,,,312.52153250000003,-3.872738767212777,312.4387187672128,-14.584314323882381,,
308.57184,240.0,,,,312.5273925,-3.8726252317135774,312.4444652317136,-17.250970817882376,,
308.57767,295.0,,,,312.53322249999997,-3.872512277454134,312.45018227745413,37.749029182117624,,
308.5835,302.666656494,,,,312.5390525,-3.872399323194691,312.4558993231947,45.41568567611762,,
308.58936,310.0,,,,312.5449125,-3.8722857876954917,312.4616457876955,52.749029182117624,,
308.59518,313.0,,,,312.5507325,-3.872173027182635,312.46735302718264,55.749029182117624,,
308.60104,368.666656494,,,,312.55659249999997,-3.8720594916834354,312.47309949168346,111.41568567611762,,
308.60687,557.0,,,,312.5624225,-3.8719465374239928,312.478816537424,299.7490291821176,,
308.6127,717.333312988,,,,312.56825249999997,-3.871833583164549,312.4845335831646,460.0823421701176,,
308.61856,636.333312988,,,,312.57411249999996,-3.8717200476653506,312.49028004766535,379.0823421701176,,
308.62439,412.666656494,,,,312.5799425,-3.871607093405907,312.4959970934059,155.41568567611762,,
308.63022,335.666656494,,,,312.58577249999996,-3.8714941391464643,312.5017141391465,78.41568567611762,,
308.63608,305.333312988,,,,312.59163249999995,-3.871380603647265,312.50746060364725,48.08234217011761,,
308.64191,408.333312988,,,,312.5974625,-3.871267649387822,312.51317764938784,151.0823421701176,,
308.64774,438.333312988,,,,312.60329249999995,-3.8711546951283795,312.5188946951284,181.0823421701176,,
308.65359,412.333312988,,,,312.60914249999996,-3.871041353375765,312.52463135337575,155.0823421701176,,
308.65942,377.666656494,,,,312.6149725,-3.8709283991163224,312.53034839911635,120.41568567611762,,
308.66525,319.333312988,,,,312.62080249999997,-3.8708154448568797,312.5360654448569,62.08234217011761,,
308.67111,290.666656494,,,,312.62666249999995,-3.87070190935768,312.5418119093577,33.41568567611762,,
308.67694,244.0,,,,312.6324925,-3.8705889550982375,312.54752895509824,-13.250970817882376,,
308.68277,251.333312988,,,,312.63832249999996,-3.870476000838795,312.5532460008388,-5.917657829882387,,
308.68863,264.333312988,,,,312.64418249999994,-3.8703624653395954,312.5589924653396,7.082342170117613,,
308.69446,278.666656494,,,,312.6500125,-3.8702495110801527,312.56470951108014,21.41568567611762,,
308.70029,231.0,,,,312.65584249999995,-3.87013655682071,312.5704265568207,-26.250970817882376,,
308.70612,240.333312988,,,,312.6616725,-3.8700236025612673,312.5761436025613,-16.917657829882387,,
308.71198,223.666656494,,,,312.6675325,-3.869910067062068,312.58189006706203,-33.58431432388238,,
308.7178,236.666656494,,,,312.67335249999996,-3.86979730654921,312.58759730654924,-20.58431432388238,,
308.72363,232.0,,,,312.6791825,-3.8696843522897675,312.5933143522898,-25.250970817882376,,
308.72949,253.666656494,,,,312.6850425,-3.869570816790568,312.59906081679054,-3.5843143238823814,,
308.73532,235.666656494,,,,312.69087249999995,-3.8694578625311253,312.60477786253114,-21.58431432388238,,
308.74115,257.0,,,,312.6967025,-3.8693449082716826,312.6104949082717,-0.25097081788237574,,
308.74698,281.0,,,,312.70253249999996,-3.86923195401224,312.6162119540123,23.749029182117624,,
308.75284,291.333312988,,,,312.70839249999995,-3.8691184185130405,312.62195841851303,34.08234217011761,,
308.75867,322.333312988,,,,312.7142225,-3.869005464253598,312.62767546425357,65.08234217011761,,
308.7645,322.666656494,,,,312.72005249999995,-3.868892509994155,312.63339250999417,65.41568567611762,,
308.77032,341.333312988,,,,312.72587250000004,-3.8687797494812974,312.6390997494813,84.08234217011761,,
308.77618,379.333312988,,,,312.7317325,-3.868666213982098,312.64484621398213,122.08234217011761,,
308.78201,457.666656494,,,,312.73756249999997,-3.8685532597226553,312.6505632597227,200.41568567611762,,
308.78784,510.0,,,,312.7433925,-3.8684403054632126,312.6562803054632,252.74902918211762,,
308.79367,559.333312988,,,,312.7492225,-3.86832735120377,312.6619973512038,302.0823421701176,,
308.79953,483.0,,,,312.75508249999996,-3.8682138157045705,312.66774381570457,225.74902918211762,,
308.80536,394.0,,,,312.7609125,-3.8681008614451278,312.6734608614451,136.74902918211762,,
308.81119,350.333312988,,,,312.76674249999996,-3.867987907185684,312.6791779071857,93.08234217011761,,
308.81702,315.0,,,,312.7725725,-3.8678749529262415,312.68489495292624,57.749029182117624,,
308.82285,309.0,,,,312.77840249999997,-3.867761998666799,312.69061199866684,51.749029182117624,,
308.8287,303.333312988,,,,312.7842525,-3.8676486569141852,312.6963486569142,46.08234217011761,,
308.83453,288.333312988,,,,312.7900824999999,-3.8675357026547434,312.7020657026547,31.082342170117613,,
308.84036,288.666656494,,,,312.7959125,-3.8674227483953008,312.7077827483953,31.41568567611762,,
308.84619,283.0,,,,312.80174249999993,-3.867309794135857,312.7134997941358,25.749029182117624,,
308.85202,285.333312988,,,,312.8075725,-3.8671968398764145,312.7192168398764,28.082342170117613,,
308.85788,323.0,,,,312.8134325,-3.867083304377214,312.72496330437724,65.74902918211762,,
308.86371,329.666656494,,,,312.81926250000004,-3.8669703501177715,312.7306803501178,72.41568567611762,,
308.86954,303.333312988,,,,312.8250925,-3.8668573958583297,312.7363973958583,46.08234217011761,,
308.87537,302.333312988,,,,312.83092249999993,-3.866744441598887,312.74211444159886,45.08234217011761,,
308.8812,308.0,,,,312.8367525,-3.8666314873394443,312.7478314873394,50.749029182117624,,
308.88702,458.666656494,,,,312.84257249999996,-3.8665187268265866,312.7535387268266,201.41568567611762,,
308.89288,656.0,,,,312.84843249999994,-3.866405191327387,312.75928519132736,398.7490291821176,,
308.89871,619.333312988,,,,312.8542625,-3.8662922370679444,312.76500223706796,362.0823421701176,,
308.90454,418.333312988,,,,312.86009249999995,-3.8661792828085018,312.7707192828085,161.0823421701176,,
308.91037,313.666656494,,,,312.8659225,-3.866066328549059,312.77643632854904,56.41568567611762,,
308.9162,287.333312988,,,,312.87175249999996,-3.8659533742896164,312.78215337428963,30.082342170117613,,
308.92203,296.0,,,,312.8775825,-3.8658404200301737,312.7878704200302,38.749029182117624,,
308.92786,355.0,,,,312.88341249999996,-3.865727465770731,312.7935874657707,97.74902918211762,,
308.93369,441.666656494,,,,312.8892425,-3.8656145115112883,312.7993045115113,184.41568567611762,,
308.93954,491.0,,,,312.89509250000003,-3.865501169758674,312.8050411697587,233.74902918211762,,
308.94537,625.666656494,,,,312.9009225,-3.865388215499231,312.8107582154993,368.4156856761176,,
308.9512,959.666656494,,,,312.9067524999999,-3.8652752612397894,312.81647526123976,702.4156856761176,,
308.95703,1109.333312988,,,,312.9125825,-3.8651623069803467,312.8221923069803,852.0823421701176,,
308.96286,862.0,,,,312.91841249999993,-3.865049352720904,312.8279093527209,604.7490291821176,,
308.96869,750.333312988,,,,312.9242425,-3.8649363984614613,312.83362639846143,493.0823421701176,,
308.97452,1065.666656494,,,,312.93007249999994,-3.8648234442020186,312.83934344420203,808.4156856761177,,
308.98035,1257.333312988,,,,312.9359025,-3.864710489942575,312.84506048994257,1000.0823421701176,,
308.98618,952.333312988,,,,312.94173249999994,-3.8645975356831324,312.8507775356831,695.0823421701176,,
308.992,521.333312988,,,,312.94755250000003,-3.8644847751702747,312.8564847751703,264.0823421701176,,
308.99786,348.666656494,,,,312.9534125,-3.864371239671076,312.8622312396711,91.41568567611762,,
309.00369,312.333312988,,,,312.95924249999996,-3.8642582854116325,312.8679482854116,55.08234217011761,,
309.00952,302.333312988,,,,312.9650725,-3.86414533115219,312.8736653311522,45.08234217011761,,
309.01535,287.0,,,,312.97090249999997,-3.864032376892747,312.87938237689275,29.749029182117624,,
309.02118,284.666656494,,,,312.9767325,-3.8639194226333045,312.88509942263335,27.41568567611762,,
309.02701,283.333312988,,,,312.9825625,-3.8638064683738618,312.8908164683739,26.082342170117613,,
309.03284,272.0,,,,312.98839250000003,-3.863693514114419,312.8965335141144,14.749029182117624,,
309.03867,240.333312988,,,,312.9942225,-3.8635805598549764,312.902250559855,-16.917657829882387,,
309.04449,252.0,,,,313.00004249999995,-3.8634677993421196,312.9079577993421,-5.250970817882376,,
309.05032,240.0,,,,313.0058725,-3.863354845082677,312.91367484508265,-17.250970817882376,,
309.05615,237.333312988,,,,313.01170249999996,-3.863241890823234,312.91939189082325,-19.917657829882387,,
309.06198,233.0,,,,313.0175325,-3.8631289365637915,312.9251089365638,-24.250970817882376,,
309.06781,242.666656494,,,,313.02336249999996,-3.863015982304349,312.9308259823044,-14.584314323882381,,
309.07364,298.333312988,,,,313.0291925,-3.862903028044906,312.9365430280449,41.08234217011761,,
309.07947,363.0,,,,313.03502249999997,-3.8627900737854635,312.94226007378546,105.74902918211762,,
309.0853,382.333312988,,,,313.0408525,-3.8626771195260208,312.94797711952606,125.08234217011761,,
309.09113,298.0,,,,313.0466825,-3.862564165266577,312.9536941652666,40.749029182117624,,
309.09695,296.0,,,,313.05250249999995,-3.8624514047537213,312.9594014047537,38.749029182117624,,
309.10278,243.0,,,,313.0583325,-3.8623384504942786,312.9651184504943,-14.250970817882376,,
309.10861,253.666656494,,,,313.06416249999995,-3.862225496234836,312.9708354962348,-3.5843143238823814,,
309.11444,257.333312988,,,,313.0699925,-3.862112541975393,312.9765525419754,0.08234217011761302,,
309.12027,287.666656494,,,,313.07582249999996,-3.8619995877159496,312.98226958771596,30.41568567611762,,
309.1261,287.666656494,,,,313.0816525,-3.861886633456507,312.9879866334565,30.41568567611762,,
309.13193,298.666656494,,,,313.08748249999996,-3.8617736791970643,312.9937036791971,41.41568567611762,,
309.13776,344.666656494,,,,313.0933125,-3.8616607249376216,312.99942072493764,87.41568567611762,,
309.14359,390.333312988,,,,313.09914249999997,-3.861547770678179,313.0051377706782,133.0823421701176,,
309.14941,447.333312988,,,,313.10496249999994,-3.861435010165322,313.0108450101653,190.0823421701176,,
309.15524,611.333312988,,,,313.1107925,-3.8613220559058794,313.01656205590587,354.0823421701176,,
309.16107,643.0,,,,313.11662249999995,-3.8612091016464367,313.0222791016464,385.7490291821176,,
309.1669,491.0,,,,313.1224525,-3.861096147386994,313.027996147387,233.74902918211762,,
309.17273,381.0,,,,313.12828249999995,-3.8609831931275513,313.03371319312754,123.74902918211762,,
309.17856,449.333312988,,,,313.1341125,-3.8608702388681087,313.03943023886814,192.0823421701176,,
309.18439,611.333312988,,,,313.13994249999996,-3.860757284608666,313.0451472846087,354.0823421701176,,
309.19022,678.333312988,,,,313.1457725,-3.8606443303492233,313.0508643303492,421.0823421701176,,
309.19604,509.333312988,,,,313.1515925,-3.8605315698363665,313.05657156983636,252.0823421701176,,
309.20187,355.666656494,,,,313.15742249999994,-3.860418615576924,313.0622886155769,98.41568567611762,,
309.20767,289.666656494,,,,313.16322249999996,-3.860306242557238,313.0679762425572,32.41568567611762,,
309.2135,324.666656494,,,,313.1690525,-3.860193288297795,313.0736932882978,67.41568567611762,,
309.21933,297.0,,,,313.17488249999997,-3.8600803340383525,313.07941033403836,39.749029182117624,,
309.22516,247.333312988,,,,313.1807125,-3.859967379778909,313.08512737977895,-9.917657829882387,,
309.23099,245.0,,,,313.1865425,-3.8598544255194662,313.0908444255195,-12.250970817882376,,
309.23682,289.0,,,,313.19237250000003,-3.8597414712600235,313.09656147126003,31.749029182117624,,
309.24265,290.0,,,,313.1982025,-3.859628517000581,313.1022785170006,32.749029182117624,,
309.24847,256.0,,,,313.20402249999995,-3.859515756487725,313.1079857564877,-1.2509708178823757,,
309.2543,264.333312988,,,,313.2098525,-3.8594028022282814,313.11370280222826,7.082342170117613,,
309.26013,271.666656494,,,,313.21568249999996,-3.8592898479688387,313.11941984796886,14.415685676117619,,
309.26593,274.666656494,,,,313.2214825,-3.8591774749491528,313.1251074749492,17.41568567611762,,
309.27176,304.666656494,,,,313.2273124999999,-3.859064520689711,313.13082452068966,47.41568567611762,,
309.27759,342.0,,,,313.2331425,-3.8589515664302683,313.13654156643025,84.74902918211762,,
309.28342,347.333312988,,,,313.23897249999993,-3.8588386121708256,313.1422586121708,90.08234217011761,,
309.28925,334.333312988,,,,313.2448025,-3.858725657911383,313.1479756579114,77.08234217011761,,
309.29507,251.0,,,,313.25062249999996,-3.858612897398525,313.15368289739854,-6.250970817882376,,
309.3009,233.666656494,,,,313.2564525,-3.8584999431390825,313.1593999431391,-23.58431432388238,,
309.3067,228.666656494,,,,313.26225249999993,-3.8583875701193975,313.1650875701194,-28.58431432388238,,
309.31253,239.666656494,,,,313.2680825,-3.858274615859955,313.17080461585994,-17.58431432388238,,
309.31836,256.0,,,,313.27391249999994,-3.858161661600512,313.1765216616005,-1.2509708178823757,,
309.32419,255.666656494,,,,313.2797425,-3.8580487073410694,313.18223870734107,-1.5843143238823814,,
309.33002,269.666656494,,,,313.28557249999994,-3.8579357530816267,313.1879557530816,12.415685676117619,,
309.33585,250.333312988,,,,313.2914025,-3.857822798822183,313.19367279882215,-6.917657829882387,,
309.34164,286.0,,,,313.29719249999994,-3.857710619549084,313.1993506195491,28.749029182117624,,
309.34747,284.0,,,,313.3030225,-3.8575976652896413,313.2050676652896,26.749029182117624,,
309.3533,301.333312988,,,,313.30885249999994,-3.8574847110301977,313.2107847110302,44.08234217011761,,
309.35913,304.333312988,,,,313.3146825,-3.857371756770755,313.21650175677075,47.08234217011761,,
309.36496,267.666656494,,,,313.32051249999995,-3.8572588025113124,313.2222188025113,10.415685676117619,,
309.37076,232.666656494,,,,313.3263125,-3.8571464294916264,313.22790642949167,-24.58431432388238,,
309.37659,267.0,,,,313.33214250000003,-3.8570334752321838,313.2336234752322,9.749029182117624,,
309.38242,259.0,,,,313.3379725,-3.856920520972741,313.23934052097275,1.7490291821176243,,
309.38824,250.666656494,,,,313.34379249999995,-3.8568077604598843,313.2450477604599,-6.584314323882381,,
309.39407,249.333312988,,,,313.3496225,-3.8566948062004416,313.25076480620044,-7.917657829882387,,
309.39987,251.0,,,,313.35542250000003,-3.8565824331807557,313.25645243318075,-6.250970817882376,,
309.4057,240.0,,,,313.3612525,-3.856469478921313,313.26216947892135,-17.250970817882376,,
309.41153,237.666656494,,,,313.36708250000004,-3.8563565246618703,313.2678865246619,-19.58431432388238,,
309.41736,247.0,,,,313.3729125,-3.8562435704024285,313.27360357040243,-10.250970817882376,,
309.42316,249.333312988,,,,313.3787125,-3.8561311973827426,313.27929119738275,-7.917657829882387,,
309.42899,230.333312988,,,,313.38454249999995,-3.856018243123299,313.2850082431233,-26.917657829882387,,
309.43481,275.0,,,,313.39036250000004,-3.855905482610442,313.2907154826105,17.749029182117624,,
309.44064,280.333312988,,,,313.3961925,-3.8557925283510004,313.296432528351,23.082342170117613,,
309.44644,349.333312988,,,,313.4019925,-3.8556801553313136,313.3021201553313,92.08234217011761,,
309.45227,516.333312988,,,,313.40782249999995,-3.855567201071871,313.3078372010719,259.0823421701176,,
309.4581,630.666656494,,,,313.4136525,-3.855454246812428,313.31355424681243,373.4156856761176,,
309.46393,580.0,,,,313.41948249999996,-3.8553412925529855,313.31927129255297,322.7490291821176,,
309.46973,391.666656494,,,,313.4252825,-3.8552289195332996,313.32495891953334,134.41568567611762,,
309.47556,321.333312988,,,,313.4311124999999,-3.855115965273858,313.3306759652738,64.08234217011761,,
309.48138,279.0,,,,313.4369325,-3.855003204761,313.336383204761,21.749029182117624,,
309.48721,257.666656494,,,,313.44276249999996,-3.8548902505015574,313.3421002505016,0.41568567611761864,,
309.49301,281.666656494,,,,313.4485625,-3.8547778774818715,313.3477878774819,24.41568567611762,,
309.49884,264.333312988,,,,313.4543924999999,-3.8546649232224297,313.35350492322243,7.082342170117613,,
309.50467,285.0,,,,313.4602225,-3.854551968962987,313.35922196896297,27.749029182117624,,
